filename_jpg,shard,fetched_bytes,extra_requests,overread_bytes,crc_ok,decode_ok,local_crc_matches
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/7b851f2b59ba54f0.jpg,0,233722,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/d9f3b23fff615020.jpg,0,225338,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/7ca4f3dd986857a5.jpg,0,232530,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/5b4c12ad17355971.jpg,0,233900,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/3a809edead4b5f81.jpg,0,232592,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/21e2da495fe45299.jpg,0,234330,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/9a3d5bbce49f5e46.jpg,0,234981,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/d7cacac7cb04546e.jpg,0,232696,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/b4bb117508675dd0.jpg,0,232806,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/34e042e8c4405116.jpg,0,218183,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/7319c75a7e095b4b.jpg,0,226825,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/5af8110b7adc5ae7.jpg,0,229764,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/b6aaa8fb7de65a99.jpg,0,234317,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/10c8c3f92d3251a1.jpg,0,231336,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/f6db429223a9505b.jpg,0,230367,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/1ff67663201d51a9.jpg,0,231549,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/5344cc3ba3545afd.jpg,0,232681,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/dc5fdd20d2fa5912.jpg,0,237013,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/9580603121ae5ab0.jpg,0,232029,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/6a46e378b98a5a85.jpg,0,231917,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/8a6c32cc3fec5ac2.jpg,0,232589,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/a0cb7ea2b4d75b93.jpg,0,233211,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/afac353567335320.jpg,0,225647,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/143b1923a4645261.jpg,0,236615,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/c7ca1c4c6a7655df.jpg,0,234912,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/b748817a26fe53ed.jpg,0,237461,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/f11d2097834351cd.jpg,0,234019,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/c2d297c103c45831.jpg,0,231341,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/3c495c41616f5339.jpg,0,235627,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/095e4ec5bc5e538d.jpg,0,231781,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/9578eb96a0ba556f.jpg,0,232482,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/b855d886b5565de7.jpg,0,231469,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/eb88358b64d358f3.jpg,0,234307,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/08e7cf9167d1516d.jpg,0,233834,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/2e835320506651d3.jpg,0,234695,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/a75a5996459150c9.jpg,0,232014,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/ab8f4a52034b5ebb.jpg,0,230409,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/faf1caac3f8e50b8.jpg,0,229365,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/96bd90ad6b565959.jpg,0,233946,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/f405a0bccdf55a5e.jpg,0,234908,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/9687e1416aa6539c.jpg,0,233831,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/20f8267e45875ddd.jpg,0,237438,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/7822ea500c1e5532.jpg,0,231156,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/32823ecad6c75ddc.jpg,0,231856,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/7bae1cee29c95a53.jpg,0,233786,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/622e2d343951542a.jpg,0,232867,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/45d9c4252be354b5.jpg,0,231978,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/5b75fe7bc0e453b3.jpg,0,233628,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/32560773a9945393.jpg,0,231932,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/4dc3f7f88c825452.jpg,0,232652,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/523a9ecad7d45f7f.jpg,0,231197,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/d350b66e6f5c50b1.jpg,0,231663,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/5b069f64bd335a0a.jpg,0,231405,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/18fc296e87d45d15.jpg,0,233782,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/486ecaccc673526c.jpg,0,226155,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/ca03384f53155cc3.jpg,0,237188,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/1a3cda85d45b58bd.jpg,0,233967,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/cc95a327d5d055f4.jpg,0,234029,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/bc72665671ad57ef.jpg,0,232221,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/ced5086b35245148.jpg,0,236508,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/2f069bb24cda59a0.jpg,0,234351,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/0a6fe85ca5aa5b52.jpg,0,229364,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/9c71f29f328353a7.jpg,0,233449,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/99a229cf74f25473.jpg,0,235529,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/cc97b27b398d5e9d.jpg,0,234165,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/894d502f01f95659.jpg,0,233819,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/5bf962a9fbcd521b.jpg,0,233903,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/2bc149ae1e71561c.jpg,0,234110,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/0442ce8844de57fb.jpg,0,232446,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/bad83ba7022d5912.jpg,0,233816,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/5389e5b28d3e50ba.jpg,0,234148,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/832d6f60a7cd5a02.jpg,0,215235,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/456f6b0b89af5dd9.jpg,0,234083,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/fdffb384263550d8.jpg,0,228411,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/ca3fe9e01c385541.jpg,0,232335,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/29aa61b1e5f95417.jpg,0,234133,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/8a80da811fcd51a9.jpg,0,224835,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/a543c6a489a25f63.jpg,0,234253,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/bc50d3c78ad15abe.jpg,0,227350,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/3b05fcc4f42c5080.jpg,0,229661,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/3d5d8d35135656e3.jpg,0,235548,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/1538e895af6d50f7.jpg,0,230540,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/02a930818a7e58d4.jpg,0,233990,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/6a7f32b901e553ea.jpg,0,227824,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/eaed74fe40e85e4b.jpg,0,226386,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/0ac1d6ab6f515c1d.jpg,0,230727,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/42226bf7fcf4551c.jpg,0,232337,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/5cbbb2d9a2095e35.jpg,0,231450,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/01d6d919e45655b2.jpg,0,232558,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/9740efc82b615e53.jpg,0,231784,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/d657f178a2e9557d.jpg,0,233023,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/7f1e9c91557258f0.jpg,0,231445,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/3d76452796a05c1e.jpg,0,233711,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/4b6e83ffaeee5e5e.jpg,0,229335,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/4b4b54886abe5598.jpg,0,234163,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/6060482713c75a1b.jpg,0,233524,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/0e99c596cef152c3.jpg,0,234410,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/e0c9651fa3485f0d.jpg,0,235420,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/21d28515bc1f5b64.jpg,0,237335,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/6cc7ec8af6685aba.jpg,0,232901,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/e5d7ae9977aa52ae.jpg,0,232694,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/be737a2c545758e5.jpg,0,228496,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/e73ccf73a8af59d0.jpg,0,231626,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/b703c7dac198562e.jpg,0,231616,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/bbd960da383456cd.jpg,0,231591,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/bb448610e8275470.jpg,0,232794,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/56364fce2468588e.jpg,0,224344,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/f7cb36662bcb5a68.jpg,0,231810,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/9ab875f5ad1b567c.jpg,0,234575,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/69d59518e69b5c92.jpg,0,233993,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/7aaa179cfe5a5cda.jpg,0,231031,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/14f6c7e32878522f.jpg,0,232902,1,0,True,True,True
2021.05.12.22.28.35_veh-35_00620_01164/CAM_F0/d3a970355010580b.jpg,0,231964,1,0,True,True,True
