sample_token,tip_cheap,tip_full,G_TIP
000cf4dfaab54d21a7314036fde74966,-0.04113851115107536,-0.029375221580266953,-0.01176328957080841
0073c1a820274b22b954dca66b35d7e5,-0.010594873689115047,-0.019132887944579124,0.008538014255464077
007eef047a064d9ca8b7671d85ea3609,-0.050769250839948654,-0.050769250839948654,0.0
00e9bfb3dd2a4a58b322433e6a36d44d,-0.08711346983909607,-0.08749530464410782,0.00038183480501174927
010612c3b6aa4aa4ae152fc3d819e021,-0.011945988982915878,-0.03091392107307911,0.01896793209016323
010e6fcca00f4e94ba530ce141c7bf24,-0.004995743278414011,-0.006097263190895319,0.001101519912481308
0171207ee4304dc290a9cf27b0a0c2f3,-0.07592954486608505,-0.07592954486608505,0.0
017fcf87f7404bed9919b11be0b5562b,-0.024012157693505287,-0.02447625994682312,0.00046410225331783295
025c656847f94b09baa7648ca5d70cc8,-0.015107969753444195,-0.008790511637926102,-0.006317458115518093
02f64cc49e0640f99b3f54903224c610,-0.035745393484830856,-0.028406666591763496,-0.00733872689306736
036a87945450427786a9ce565bd1e0d2,-0.010326557792723179,-0.026028718799352646,0.015702161006629467
03b428b824ef4fa5a2616198036c35c6,-0.015792952850461006,-0.030219666659832,0.014426713809370995
03dab2f26ac2455fbda1567321c706cf,-0.0009121446055360138,-0.0009121446055360138,0.0
03f676f5fd424934a8e3fc22604dc3c7,-0.08453220129013062,-0.09304936230182648,0.008517161011695862
0411eee335df4ef895f140396950a569,-0.008623450063169003,-0.008623450063169003,0.0
044272282fe147918ba8422210de35bd,-0.005358689930289984,-0.005455277860164642,9.658792987465858e-05
04ed9c2ff5114dc7a4e64cba2c0062c2,-0.07153484225273132,-0.06515199691057205,-0.006382845342159271
06c90758caf944608f9ba8087667c567,-0.019527630880475044,-0.02045106142759323,0.000923430547118187
070378543a5f42f4a0f527bf5dd2366e,-0.028269167989492416,-0.022046523168683052,-0.006222644820809364
0729893238404ab4855b6180ea85aa1e,-0.028262650594115257,-0.03012123890221119,0.001858588308095932
07a022e7759a462aaab2e9bab0b9dd42,-0.009142116643488407,-0.03318783640861511,0.024045719765126705
07c67a2d418948a48107dc568b370824,-0.002108427695930004,-0.004691367037594318,0.0025829393416643143
07e0bbd14bfc44c2962c1d0be3ca687f,-0.005544126965105534,-0.005664533004164696,0.00012040603905916214
08064c1d5ec84bd08fcf9b3acebd8e36,-0.13231009244918823,-0.11895781755447388,-0.013352274894714355
087dfdeef74b4ad0adf297d750097c42,-0.004621546249836683,-0.0004982164246030152,-0.004123329825233668
093ed49120a943e5884dea0d26f4c53a,-0.018737901002168655,-0.02039898931980133,0.0016610883176326752
0967f8b7910c426ca134ec87b1d9cb0c,-0.06012618914246559,-0.06012618914246559,0.0
09742d648cdb48e880ddeb123f33a529,-0.022687477990984917,-0.01725745014846325,-0.0054300278425216675
09932477b0e94956add44cb573924a07,-0.0056688617914915085,-0.010704576037824154,0.005035714246332645
09e74cd39b204772a30a985e3a1cba94,-0.050673045217990875,-0.05545793101191521,0.004784885793924332
0a19b2644364427b987a754a6159be58,-0.039206407964229584,-0.039206407964229584,0.0
0a3de46504504b028132df207871842a,-0.07293953746557236,-0.05455700308084488,-0.018382534384727478
0a71cd9e2ee94dfda79f9d87df741bba,-0.06303180754184723,-0.1021047905087471,0.03907298296689987
0b09ec030a654aa687bcbd62daf030fa,-0.019717544317245483,-0.019717544317245483,0.0
0ba0c2a1f13e415b8462704e5d5748d3,-0.00876779854297638,-0.008344441652297974,-0.00042335689067840576
0c0d457506954f9ca28799e126b9cc1f,-0.015427883714437485,-0.015427883714437485,0.0
0d93136f6245485a81c9069422e99122,-0.04103349894285202,-0.04856878146529198,0.007535282522439957
0dca4eeb674d410e8d34356df2767c22,-0.0038902568630874157,-0.00034206666168756783,-0.003548190201399848
0dd8a00c53c7468db12b05be3570dba8,-0.020132014527916908,-0.020132014527916908,0.0
0de5e9971456420cafc5f3bd7970bfd3,-0.0076729669235646725,-0.0076729669235646725,0.0
0e24f2eadada44e7872e9f08b65d3681,-0.03847663849592209,-0.03847663849592209,0.0
0f377607708e4766807dd05e894b7ace,-0.005820775404572487,-0.005291185341775417,-0.0005295900627970695
0f9fe6a1aec74049bd0650ee80bd73c7,-0.022814668715000153,-0.008101381361484528,-0.014713287353515625
1009885e2a774e04856df7a471c0b826,-0.013889739289879799,-0.015698986127972603,0.001809246838092804
10599379ae6b4a9da77f68b4a73794e2,-0.03529642894864082,-0.08224581927061081,0.046949390321969986
1100b838ee544231a494089ce390f503,0.0,0.0,0.0
117da90271d34d1ab98031124f507819,-0.025815637782216072,-0.019768793135881424,-0.006046844646334648
119ff0265fbe4164b4cc5766a5a8e325,-0.0180816613137722,-0.011346220970153809,-0.006735440343618393
11e6bfe3a1a3478da2d66d2c85720f6f,-0.03600119799375534,-0.08290266245603561,0.04690146446228027
122003fd9f6e41a9984a20f1a573644f,-0.004642193205654621,-0.004500882234424353,-0.00014131097123026848
124094c6f8f44561bccb4f6d93e4e0a8,-0.037791550159454346,-0.037791550159454346,0.0
1286312f65d64bb6b53ace78c3f4f717,-0.006619187071919441,-0.005562352482229471,-0.00105683458968997
12e3abab10ce43bd96ef1fbff23bbe6f,-0.01690204255282879,-0.01690204255282879,0.0
137ae840d06b4a779512738826d13a65,-0.0060760751366615295,-0.0021624660585075617,-0.003913609078153968
14347c7a5b7644b382b37500b8d9a3f2,-0.020451635122299194,-0.04550560936331749,0.025053974241018295
149e7777a08340ebb30e45aa8f5e5173,-0.007267264183610678,-0.007267264183610678,0.0
15e6bf56b7aa4eb28b410a8c2e146563,-0.08656180649995804,-0.05742361769080162,-0.029138188809156418
