sample_token,scene,JC_ade_gt,JC_fde_gt,JC_self_gt,JC_ade_cheap,JC_fde_cheap,JC_self_cheap,JC_ade_full,JC_fde_full,JC_self_full,dJC_ade,dJC_self
9cd981bf4a4547bc97c62058f5291d92,scene-0062,1.0612036605188437,1.330522991344312,0.0,0.8035954599234375,1.330522991344312,0.30000000000000027,0.8035954599234375,1.330522991344312,0.30000000000000027,0.0,0.0
ee6c72d8922a47efbe27d93d826009a8,scene-0062,1.1707885135370613,1.147987269223846,0.0,0.7131059682353333,1.147987269223846,0.5249999999999999,0.7131059682353333,1.147987269223846,0.5249999999999999,0.0,0.0
cc1567e902724f82898f405601923c3c,scene-0062,1.1075997728800213,1.265645878014401,0.0,0.7244921946352781,1.265645878014401,0.5250000000000001,0.5963591480918571,0.21385937273888153,0.6750000000000003,0.12813304654342106,-0.15000000000000013
95cf14e1ffd3417cb9a742227a575164,scene-0062,0.7293286304612947,1.2504497161443915,0.0,0.5032865434056452,0.2636465481875318,0.4500000000000002,0.5032865434056452,0.2636465481875318,0.4500000000000002,0.0,0.0
e3ed49fbeb5f4c55a43d511366a00a48,scene-0062,0.6619110986881309,0.9722503090255848,0.0,0.4937020404639481,0.35047440549652903,0.6750000000000003,0.47654350526078804,0.35047440549652903,0.5250000000000004,0.017158535203160075,0.1499999999999999
9fb44c7c030a4827bf0c8491348a0445,scene-0062,0.5343591198580823,0.3218922352235254,0.0,0.5538353315876003,0.3218922352235254,0.4500000000000002,0.5597500766031851,0.3218922352235254,0.15000000000000036,-0.005914745015584755,0.2999999999999998
aa938d311fab4b7a884fc88a1ceb6df9,scene-0062,0.5173916645501011,0.32900654779719496,0.0,0.5173916645501011,0.32900654779719496,0.0,0.7051608196073026,0.9101552821332206,0.37500000000000044,-0.1877691550572015,-0.37500000000000044
6426aa95c5da4dccaa6f5ac1e179cfae,scene-0062,0.7691219384794481,0.2080861317857,0.0,0.5545400062558443,0.2080861317857,0.675,0.735608725791571,0.2080861317857,0.9000000000000004,-0.18106871953572667,-0.2250000000000003
5ac8509410e14e0ea5423aff1584a723,scene-0062,0.5942608912833864,1.1982452629190068,0.0,0.66215344909741,0.25318182454453786,0.375,1.2519728921744977,1.1982452629190068,0.75,-0.5898194430770877,-0.375
c9c16c6da913418584e88113e4fb0bb7,scene-0062,0.5063717675837602,0.12756748475242788,0.0,0.6929155453423497,1.2060588321161823,0.3750000000000002,2.2189286870647256,3.601553386143848,2.025,-1.526013141722376,-1.6499999999999997
993a62212975460eb987c56b7488c31b,scene-0062,1.1119436205506688,1.1543277434432526,0.0,2.258893513014323,5.946353134963401,1.1999999999999997,3.3817611632711904,8.345803564600127,2.3249999999999993,-1.1228676502568673,-1.1249999999999996
070378543a5f42f4a0f527bf5dd2366e,scene-0062,1.0609897343675412,1.3009202305288596,0.0,2.4295434598959442,5.974116606448964,1.4249999999999994,1.7272713200657048,1.3009202305288596,0.6749999999999994,0.7022721398302394,0.75
b6398bf31aa945c185c3fe2e0313f5ae,scene-0062,1.83957193591843,1.6539916658769374,0.0,2.5285926549273485,4.886455074134269,0.7499999999999996,1.1725652338306969,1.6539916658769374,0.6749999999999998,1.3560274210966516,0.07499999999999973
4f602020f2cd477eb8c1111dd1b35eec,scene-0062,1.8824208728176632,2.867821091319736,0.0,1.2681425402559765,2.0547184489831603,0.6749999999999994,1.3300542843597376,2.0547184489831603,0.5999999999999996,-0.0619117441037611,0.07499999999999973
de9b8cb7b73f4c3185810cbfa709b581,scene-0062,1.8570901466988181,3.1624256343458756,0.0,1.8502436707586813,2.4383935620149035,0.2999999999999996,1.617511216585617,2.4383935620149035,0.2999999999999996,0.23273245417306443,0.0
025c656847f94b09baa7648ca5d70cc8,scene-0062,1.4956384694873772,2.573825269516587,0.0,1.7793623234428046,2.573825269516587,0.37499999999999956,1.5567888887503176,2.573825269516587,0.07499999999999996,0.22257343469248703,0.2999999999999996
df0dbb5594c645ccb22a78c8a4fb01c3,scene-0062,2.8204821190091565,6.31725892525911,0.0,2.7982025179556116,4.315757128980269,0.6048371326684487,2.732015882154375,4.315757128980269,0.6798371326684485,0.06618663580123663,-0.07499999999999973
bdb6983a1de646f7b99519c7b4d496b1,scene-0062,3.2742285994336733,4.5203212353689475,0.0,3.777005319689922,4.5203212353689475,0.7810660171779821,3.777005319689922,4.5203212353689475,0.7810660171779821,0.0,0.0
e691aa5350704584803ae3b3aebcd6e9,scene-0062,3.5166387912849117,8.990595762944464,0.0,3.7406380822930534,8.990595762944464,0.3749999999999998,3.7406380822930534,8.990595762944464,0.3749999999999998,0.0,0.0
ba088aff2a6647eca02ffd893cec79f9,scene-0062,5.559657542231198,13.721963933758223,0.0,4.958959065207606,14.905229934638367,0.7621708245126285,4.958959065207606,14.905229934638367,0.7621708245126285,0.0,0.0
57b1193e6b284ac8bbc41cc6a81255f9,scene-0062,5.126609247757103,10.142793654821704,0.0,4.638563635321175,10.142793654821704,0.529837132668449,4.638563635321175,10.142793654821704,0.529837132668449,0.0,0.0
69185c833aa44a17b7e7e84560559285,scene-0062,1.6788784660038838,5.267004627357024,0.0,1.6871971751866237,5.267004627357024,0.14999999999999947,1.6871971751866237,5.267004627357024,0.14999999999999947,0.0,0.0
fda3c86c05e34414b89fabb0fd612eab,scene-0062,0.804270463547127,0.9575752882592056,0.0,1.126454499906969,0.9575752882592056,0.5250000000000004,1.126454499906969,0.9575752882592056,0.5250000000000004,0.0,0.0
e12fcf96194e4bf9beaf357beb424d02,scene-0062,0.7050053507356051,0.6013017687957544,0.0,0.6374437511044694,0.6013017687957544,0.07499999999999973,1.7070185790113506,0.6013017687957544,2.0249999999999995,-1.069574827906881,-1.9499999999999997
da3c26d4d7c44efc83d854be98efb5d7,scene-0062,0.7351963375734109,1.081825947634553,0.0,0.862285700311491,0.5425443198331538,1.4250000000000003,0.862285700311491,0.5425443198331538,1.4250000000000003,0.0,0.0
