sample_token,tip_cheap,tip_full,G_TIP
000cf4dfaab54d21a7314036fde74966,-0.04561193659901619,-0.020363176241517067,0.025248760357499123
0073c1a820274b22b954dca66b35d7e5,-0.017909986898303032,-0.014248847961425781,0.0036611389368772507
007eef047a064d9ca8b7671d85ea3609,-0.050769250839948654,-0.050769250839948654,0.0
00e9bfb3dd2a4a58b322433e6a36d44d,-0.09210684150457382,-0.08749530464410782,0.004611536860466003
010612c3b6aa4aa4ae152fc3d819e021,-0.011945988982915878,-0.03269331529736519,-0.02074732631444931
010e6fcca00f4e94ba530ce141c7bf24,-0.004995743278414011,-0.0060047185979783535,-0.0010089753195643425
0171207ee4304dc290a9cf27b0a0c2f3,-0.07592954486608505,-0.07592954486608505,0.0
017fcf87f7404bed9919b11be0b5562b,-0.024012157693505287,-0.023948831483721733,6.332620978355408e-05
025c656847f94b09baa7648ca5d70cc8,-0.015107969753444195,-0.008790511637926102,0.006317458115518093
02f64cc49e0640f99b3f54903224c610,-0.03856290131807327,-0.035303350538015366,0.003259550780057907
036a87945450427786a9ce565bd1e0d2,-0.011009898968040943,-0.01558422576636076,-0.004574326798319817
03b428b824ef4fa5a2616198036c35c6,-0.011341382749378681,-0.024192122742533684,-0.012850739993155003
03dab2f26ac2455fbda1567321c706cf,-0.0009121446055360138,-0.0009121446055360138,0.0
03f676f5fd424934a8e3fc22604dc3c7,-0.08453220129013062,-0.09607637673616409,-0.011544175446033478
0411eee335df4ef895f140396950a569,-0.008623450063169003,-0.008623450063169003,0.0
044272282fe147918ba8422210de35bd,-0.005358689930289984,-0.0054627335630357265,-0.0001040436327457428
04ed9c2ff5114dc7a4e64cba2c0062c2,-0.07848205417394638,-0.06988528370857239,0.008596770465373993
06c90758caf944608f9ba8087667c567,-0.021706597879529,-0.020816929638385773,0.0008896682411432266
070378543a5f42f4a0f527bf5dd2366e,-0.034059904515743256,-0.0404764749109745,-0.006416570395231247
0729893238404ab4855b6180ea85aa1e,-0.022894522175192833,-0.02709980309009552,-0.004205280914902687
07a022e7759a462aaab2e9bab0b9dd42,-0.020821688696742058,-0.041997238993644714,-0.021175550296902657
07c67a2d418948a48107dc568b370824,-0.002108427695930004,-0.004691367037594318,-0.0025829393416643143
07e0bbd14bfc44c2962c1d0be3ca687f,-0.0054998695850372314,-0.004991317167878151,0.0005085524171590805
08064c1d5ec84bd08fcf9b3acebd8e36,-0.13779963552951813,-0.12539389729499817,0.012405738234519958
087dfdeef74b4ad0adf297d750097c42,-0.004621546249836683,-0.0004982164246030152,0.004123329825233668
093ed49120a943e5884dea0d26f4c53a,-0.012554626911878586,-0.01194752473384142,0.0006071021780371666
0967f8b7910c426ca134ec87b1d9cb0c,-0.06012618914246559,-0.06012618914246559,0.0
09742d648cdb48e880ddeb123f33a529,-0.022687477990984917,-0.012181363999843597,0.01050611399114132
09932477b0e94956add44cb573924a07,-0.00485214265063405,-0.015675656497478485,-0.010823513846844435
09e74cd39b204772a30a985e3a1cba94,-0.04453475400805473,-0.047874387353658676,-0.003339633345603943
0a19b2644364427b987a754a6159be58,-0.039206407964229584,-0.039206407964229584,0.0
0a3de46504504b028132df207871842a,-0.0758553296327591,-0.054995398968458176,0.02085993066430092
