sample_token,scene,JC_ade_gt,JC_fde_gt,JC_self_gt,JC_ade_cheap,JC_fde_cheap,JC_self_cheap,JC_ade_full,JC_fde_full,JC_self_full,dJC_ade,dJC_self
9cd981bf4a4547bc97c62058f5291d92,scene-0062,1.1689105429262123,1.4466928738678142,0.0,0.878133775240471,1.4466928738678142,0.30000000000000027,0.878133775240471,1.4466928738678142,0.30000000000000027,0.0,0.0
ee6c72d8922a47efbe27d93d826009a8,scene-0062,1.2888191298601568,1.2786695035709534,0.0,0.7827192614861116,1.2786695035709534,0.5249999999999999,0.7827192614861116,1.2786695035709534,0.5249999999999999,0.0,0.0
cc1567e902724f82898f405601923c3c,scene-0062,1.232156904007913,1.3996002055534764,0.0,0.7824000339945691,1.3996002055534764,0.5250000000000001,0.7827228773879739,0.2067778473598169,0.5250000000000001,-0.0003228433934047148,0.0
95cf14e1ffd3417cb9a742227a575164,scene-0062,0.8019719953677171,1.3771654542737388,0.0,0.5091056157798086,0.20608177554215493,0.4500000000000002,0.5091056157798086,0.20608177554215493,0.4500000000000002,0.0,0.0
e3ed49fbeb5f4c55a43d511366a00a48,scene-0062,0.7222045330982452,1.0962164609179037,0.0,0.44785755273678196,0.13875220609120778,0.6750000000000003,0.44785755273678196,0.13875220609120778,0.6750000000000003,0.0,0.0
9fb44c7c030a4827bf0c8491348a0445,scene-0062,0.5512841399334307,0.11195890214305586,0.0,0.4965453553169584,0.11195890214305586,0.4500000000000002,0.4656874761833726,0.11195890214305586,0.44999999999999996,0.03085787913358584,2.220446049250313e-16
aa938d311fab4b7a884fc88a1ceb6df9,scene-0062,0.5483342740239555,0.1506712040692722,0.0,0.5483342740239555,0.1506712040692722,0.0,0.5720674677459585,0.1506712040692722,0.1499999999999999,-0.023733193722003,-0.1499999999999999
6426aa95c5da4dccaa6f5ac1e179cfae,scene-0062,0.7349630775045923,0.07136163187491718,0.0,0.592834065851078,0.07136163187491718,0.675,0.7965746885197074,0.07136163187491718,0.9000000000000004,-0.20374062266862936,-0.2250000000000003
5ac8509410e14e0ea5423aff1584a723,scene-0062,0.6591669484035683,1.3254357673224422,0.0,0.6817856961228724,0.15839602100272412,0.375,1.786065008166211,1.3254357673224422,1.2,-1.1042793120433387,-0.825
c9c16c6da913418584e88113e4fb0bb7,scene-0062,0.5281888809584353,0.1509697322322097,0.0,1.1154779881635233,1.3494800122305077,0.7500000000000004,2.2130990554972962,1.3494800122305077,1.8750000000000004,-1.097621067333773,-1.125
993a62212975460eb987c56b7488c31b,scene-0062,1.220586370034979,1.3289204847461698,0.0,1.7438826943912877,3.7066630799117863,0.5249999999999995,2.5529022047391967,6.101858136763281,1.3499999999999992,-0.809019510347909,-0.8249999999999997
070378543a5f42f4a0f527bf5dd2366e,scene-0062,1.1707121016299826,1.5056762782674113,0.0,2.6383245557395307,6.140418294887345,1.4999999999999996,2.637975228021291,6.140418294887345,1.4999999999999998,0.0003493277182395893,-2.220446049250313e-16
b6398bf31aa945c185c3fe2e0313f5ae,scene-0062,1.9657210613134788,1.8660500339719213,0.0,2.9661708997389153,6.23467313312758,1.0499999999999996,1.3003364001251771,1.8660500339719213,0.675,1.6658344996137382,0.37499999999999956
4f602020f2cd477eb8c1111dd1b35eec,scene-0062,2.0244494728995863,3.078371188381191,0.0,1.4149087368370865,2.2613799473394276,0.6749999999999994,1.4760823268811647,2.2613799473394276,0.5999999999999996,-0.061173590044078185,0.07499999999999973
de9b8cb7b73f4c3185810cbfa709b581,scene-0062,2.0184407009060825,3.374499398962004,0.0,1.899607230056957,2.640468417554497,0.1499999999999997,1.705905340988469,2.640468417554497,0.37499999999999956,0.19370188906848806,-0.22499999999999987
025c656847f94b09baa7648ca5d70cc8,scene-0062,1.674166660939198,2.76880423739259,0.0,1.95670971063121,2.76880423739259,0.37499999999999956,1.7345375397013953,2.76880423739259,0.07499999999999996,0.22217217092981456,0.2999999999999996
df0dbb5594c645ccb22a78c8a4fb01c3,scene-0062,3.018549827321565,6.51922612610214,0.0,2.99290679192343,4.527505775902538,0.6048371326684487,2.8073628455518675,4.527505775902538,0.8298371326684484,0.18554394637156246,-0.22499999999999964
bdb6983a1de646f7b99519c7b4d496b1,scene-0062,3.4615895030088515,4.699483059113894,0.0,3.958205097176859,4.699483059113894,0.7810660171779821,3.958205097176859,4.699483059113894,0.7810660171779821,0.0,0.0
e691aa5350704584803ae3b3aebcd6e9,scene-0062,3.662597867597287,9.127345952018128,0.0,3.8872349513339435,9.127345952018128,0.3749999999999998,3.8872349513339435,9.127345952018128,0.3749999999999998,0.0,0.0
ba088aff2a6647eca02ffd893cec79f9,scene-0062,5.693495800501747,13.844764384781797,0.0,5.095207727410755,15.030338854304008,0.7621708245126285,5.095207727410755,15.030338854304008,0.7621708245126285,0.0,0.0
57b1193e6b284ac8bbc41cc6a81255f9,scene-0062,5.2404097928521445,10.254131839120836,0.0,4.755735767181134,10.254131839120836,0.529837132668449,4.755735767181134,10.254131839120836,0.529837132668449,0.0,0.0
